GSM1253375	GSM1253376	GSM1253377	GSM1253378	GSM1253379	GSM1253380	GSM1253381	GSM1253382	GSM1253383	GSM1253384	GSM1253385	GSM1253386	GSM1253387	GSM1253388	GSM1253389	GSM1253390	GSM1253391	GSM1253392	GSM1253393	GSM1253394	GSM1253395	GSM1253396	GSM1253397	GSM1253398	GSM1253399	GSM1253400	GSM1253401	GSM1253402	GSM1253403
SSR4	0	2	1	277	13	307	5	0	0	0	0	4	0	636	60	14	21	2	62	1292	1135	212	221	1444	938	6576	7112	1412	18
SSR4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	0	0	0	0
SSRP1	40	0	2	0	1	0	2	1	0	0	0	0	26	0	0	0	10	1	1555	45	2325	1853	1002	1281	202	13	2669	8021	137
SSSCA1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	486	337	295	487	52	0	72	1	223	0	0
SSTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	545	0	0	0	0	0	0	0	0
SSTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
SSTR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
SSU72	169	33043	4	6	0	0	1	0	1	7	3	1	24	0	5	3	2	214	388	412	87	1	60	184	134	28	4184	29	9632
SSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SSX2IP	6	1	0	1	0	0	2	2	3	2	6	6	3	1368	331	4585	0	0	39	0	198	4	0	0	0	0	56	0	469
ST13	6824	43	1378	1275	10	0	5	0	6	3	1	1	6	41	0	3	1	1084	1610	1420	2738	1947	619	662	688	11	983	9	206
ST13P4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	3	0	0	0	0	1	0	0
ST14	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	81	25	0	0	3	57	800	569	442	411	17	8
ST18	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	24	0	0
ST3GAL1	5120	16	1	609	7	4	5	0	2	0	2	30409	52	2102	835	3079	2	2019	1862	389	4651	510	0	846	754	3	1409	5321	560
ST3GAL2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	147	0	0	0	0	3	0	0	0	0	0	0
ST3GAL3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	30	0	0	0	2	0	0
ST3GAL4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	10	122	0	0
ST3GAL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	13	2	238	5	113
ST3GAL6	0	1	1	0	0	0	0	0	0	1	1	0	0	0	7	295	0	0	0	0	0	0	0	0	0	0	0	0	0
ST5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ST6GAL1	2	0	0	0	0	1	0	1	0	0	0	0	575	123	1801	179	0	0	0	0	1	0	26	0	0	0	0	0	1
ST6GAL2	0	0	1	2	0	0	0	0	0	5	0	0	0	46	1	3	3	1	0	1	4	0	43	0	0	0	3	1	0
ST6GALNAC1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
ST6GALNAC2	65	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	152	0	170	4	53	0	271	1	1
ST6GALNAC4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	307	0	0
ST6GALNAC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	146	0	0
ST6GALNAC6	0	0	0	0	0	0	0	2	0	0	0	442	0	0	0	2	1	42	0	11	0	36	1	84	0	0	697	0	0
ST7	4376	23	2	0	0	0	0	0	1	0	0	0	1	0	0	3180	0	1	0	0	0	16	317	0	0	1	393	0	1
ST7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	1	0
ST7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ST7-OT3	895	7	1	0	0	0	0	0	1	0	0	0	0	0	0	1436	0	0	0	0	0	4	109	0	0	0	133	0	1
ST7L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	20	0	0	0	23	0	0
ST8SIA1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
ST8SIA3	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA4	0	2	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA6	0	0	0	1	0	0	1	0	0	0	0	0	0	1654	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAB1	1	1	2	3	0	228	0	0	0	5	2	116	2	2	1107	1590	0	0	9	5	0	163	0	0	0	0	459	0	0
STAB2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0
STAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	2	0	0	0	0	0	0	0	0	0	0	0	0
STAC2	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0
STAC3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAG1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	81	100	0	0	0	0	0	0	179	0	0	0	0	0	0
STAG2	2	22	28	5	20	0	15	16	10	19	13	4	196	0	0	11	40	129	0	1	0	1339	302	7	1	212	0	3	2
STAG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	157	0	0	0	28	0	0
STAG3L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	26	0	0	15	2	47	0	0	0	0
STAG3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
STAG3L4	0	0	0	0	0	0	1	0	13	0	0	0	1	0	0	0	0	0	1248	0	0	3	3	0	0	0	0	0	0
STAM	0	0	1	0	16276	3	9	1	0	0	0	0	1191	13	2202	540	1	44	0	1	1	2	60	519	1	0	34	1	279
STAM2	0	2	1	2	0	0	0	0	2	1	0	28	0	0	0	31	0	0	0	97	0	7	269	0	0	0	31	0	0
STAMBP	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	78	44	0	347	1	23	27	1
STAMBPL1	0	0	0	0	0	6	0	2	0	0	0	1	2	6	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
STAP2	0	0	0	0	6	0	1	0	2	0	0	1	2	0	0	0	0	1	2	1407	1	3	91	263	3	1454	1141	2	141
STAR	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD10	0	0	0	21	1	0	2	0	0	0	0	0	13	3	0	3	1	19	2	2221	2332	980	21	137	450	13633	6580	4036	1758
STARD13	0	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD3	0	0	0	1	0	0	1	0	0	0	0	0	0	1	858	0	0	0	58	1	24	0	0	0	0	0	0	0	293
STARD3NL	0	0	1	0	5	0	3	1	0	0	24	0	0	21	0	3094	1	0	724	188	0	737	327	0	0	0	55	0	0
STARD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	46
STARD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	0	0	0	0	0	0	0	0	0	0	0	35	0	0
STARD7	2624	20	1	0	5	0	1	0	1	0	0	0	0	0	0	0	2	8	4	117	100	1	847	142	201	3775	535	1	0
STARD8	0	0	0	0	0	0	0	0	0	0	0	0	0	203	25	10	0	0	0	0	0	0	0	0	0	0	0	0	3
STAT1	1	0	0	15	3	0	3	0	0	0	0	0	1	8	0	0	8	1795	601	945	14	1	274	972	0	61	753	2	4487
STAT2	0	0	1	0	0	0	1	0	20	1	0	0	0	0	0	0	1	14	0	0	10	0	78	191	7	10888	1325	2	1
STAT3	5338	30	3	10	20	1252	4	0	0	3	5	2	9	1	1358	1747	24	174	619	213	890	1018	489	15	354	2	299	2980	3
STAT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
STAT5A	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1546	0	0	0	0	0	0	322	0	0	0	0	0	0
STAT5B	0	0	0	144	2	0	0	1	0	0	1	0	1	0	0	7	1	0	191	0	11	0	514	1	483	0	1	0	0
STAT6	0	0	0	281	1	0	2	1	0	0	0	0	0	1	13	5	2	463	15	199	571	413	208	1047	215	5333	168	14	1
STAU1	0	0	919	832	5	1	2	1	3	0	0	0	452	4	4006	256	1	223	1	1149	14	343	798	137	218	108	362	14	1707
STAU2	0	0	4	0	0	0	0	0	2	0	0	0	3	2	0	3264	1	257	93	2	0	3	471	132	0	0	29	0	0
STBD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	207	0	91	86	265	9	0	0	0	0
STC1	0	0	0	80	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	39	384	374	25	0	0	0	0
STC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	350	0	0	0	329	49	0	0	0	0	0	0
STEAP1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	435	0	0	0	1	0	0	1	0	0	0
STEAP1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STEAP2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	74	0	0	0	2	0	0
STEAP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	178	0	98	0	2	0	0
STEAP4	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	169	0	0	0	0	0	0	0	3	0	0
STIL	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	1	77	0	1
STIM1	0	2	4	5	2	1	7	2	3	2	4	1267	38	3	6936	3333	2	5	36	1	2431	372	241	577	388	4	1007	8	0
STIM2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0
STIP1	25	0	0	63	0	0	2	0	0	0	0	0	3	0	1190	38	0	0	0	0	789	2	273	363	0	2	14	683	1
STK10	0	0	1	16	0	1	0	0	0	0	0	1	853	277	0	0	2	222	0	138	0	1027	3	1	0	3	222	0	1
STK11	0	0	0	0	0	108	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0
STK11IP	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	12	0	0	0	46	61	4	0	3	522	2	1
STK16	24	0	37	1	0	1	0	0	0	0	0	1191	798	342	163	470	0	14	0	0	9	14	0	0	2	0	6	0	0
STK17A	0	0	2	12	2	20679	13	3	1	1	1	1	1	9	747	5284	8	1180	69	37	0	62	214	645	1450	1	155	3	7295
STK17B	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	19	0	0	0	0	0	2	28	0	3	0	1	0	0
STK19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	818	9	0	16	0	222	10	0	4
STK24	1	4	6	134	5	0	9	5	7	7	6	33	624	15627	3949	6610	8	786	2053	855	949	800	292	240	165	0	1086	0	1
STK25	0	0	0	1	4	0	0	1	0	0	1	0	0	0	0	0	1	23	1	891	579	4	54	512	675	76	936	0	0
STK3	0	0	0	65	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	459	0	0	4	0	11	0	0
STK31	0	0	0	0	0	156	1	0	0	0	2	1	0	1	1	6	0	3	1	0	6	0	0	0	0	26	18	0	1
STK32A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
STK32C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	35
STK33	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8
STK35	0	1	1	0	0	0	0	0	2	0	0	1	2	0	0	0	1	63	0	48	0	0	39	1112	131	13	386	342	0
STK36	0	0	0	0	0	0	2	0	0	0	0	0	1	5	1	0	0	740	0	115	0	19	61	52	5	6	1530	1	0
STK38	0	3	0	3	4	0	3	2	2	1	1	2	0	0	5690	545	0	0	0	1004	0	3	263	182	0	11	917	936	2928
STK38L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	55	234	12	0	13	0	0
STK39	41	0	0	192	1	1	8	1	3	1	0	1	1	2	1	5	4	75	427	119	565	3	6	47	1	0	102	0	0
STK4	1	0	2	1	0	12	3	5	28	2	4	6951	7019	1	786	2850	1	7	218	1	1	0	247	373	0	7	522	170	2
STK40	1	0	0	130	0	754	1	0	0	1	2	3	694	3720	1214	2202	0	28	280	0	0	244	81	14	359	3	576	0	15
STL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
STMN1	10349	60	0	306	15478	2	22	9	4	3	0	1	18	21	5	0	6	3861	6488	5247	155	1	1732	1656	1442	11	4148	10446	15137
STMN3	0	0	0	177	0	1	0	2	0	0	0	1	0	1	0	0	0	228	2956	244	54	1462	0	0	0	19	364	0	31
STMN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	5	20	0	0
STOM	277	32	545	3485	5	35	20	6	8	5	12	1274	44051	24228	6089	15500	2	1897	1338	566	138	500	197	2	332	10	1952	1187	4177
STOML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
STOML2	0	0	0	0	9	0	0	0	9	2	0	0	0	6	1427	0	1	1482	1	1162	71	0	246	1	212	0	5	0	1
STON1	0	0	0	0	0	0	0	0	0	0	0	2	1155	0	0	7	0	0	0	0	0	2	0	0	0	1	0	0	0
STON1-GTF2A1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
STON2	0	1	0	1	2	2	6	5	2	2	2	0	0	19739	799	5786	0	1	1	0	1	3	41	0	1	0	0	0	0
STOX2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRA13	1063	4	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	1	200	1	307	30	30	19	2	624	54	45
STRA6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
STRADA	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	0	1	414	0	4	0	1	1	3	1610	1	0
STRADB	343	8	4290	2176	8	4	11	6	14	6	15	95961	20	20	5618	294	7	6248	2039	793	35	536	1258	28	267	0	336	1897	0
STRAP	0	0	4	468	7	3	13	6	9	7	19	5	2	3	2	2862	9	768	1547	1823	30	1067	831	1697	1277	7985	444	0	0
STRBP	0	0	0	1	5	0	4	2	0	1	0	0	0	0	5099	1	2	0	0	1077	752	0	857	2	0	2	654	6	3852
STRC	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	321	0	0	0	0	0	0	0
STRN	0	1	0	0	5	0	1	1	0	1	0	0	0	1	0	0	0	0	0	77	0	155	32	0	0	585	545	0	0
STRN3	0	0	0	0	0	0	6	3	0	0	0	0	12	0	3532	0	0	1	46	0	47	0	43	0	0	0	3	0	0
STRN4	5	0	1	483	1	98	1	1	1	2	0	764	1710	0	2012	700	24	5	14	209	49	11	55	327	122	795	832	1	0
STS	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	221	153	0	0	0	68	0	0
STT3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	43	3	0	0	203	2	0
STT3B	0	2	0	0	9	36709	16	17	1	0	0	0	0	0	140	3331	0	3	121	66	323	1	159	7	121	354	814	0	0
STUB1	368	461	9	226	4	16786	2	1	0	0	0	0	2	0	1948	1	0	3	130	49	147	832	330	49	904	8	2628	4	3
STX10	36	0	0	0	1	0	0	0	0	0	0	4345	0	0	0	13	1	17	963	45	0	41	30	0	0	0	307	0	0
STX11	1	6	1	0	0	2	1	1	2	1	1	7	0	0	342	139	0	0	0	0	0	1	0	1	0	0	0	0	0
STX12	0	0	1	4	2	0	3	2	0	0	0	0	2	0	0	0	1	0	0	199	626	507	2	263	647	0	66	3	1
STX16	1	0	28	10	85	1	8	4	9	7	6	3208	10	6791	5	11	2	51	1434	98	1117	95	443	1	50	42656	8049	17	11820
STX17	1	0	0	229	5	0	6	8	1	4	13	1	0	207	3478	1212	2	0	0	343	3	2	1	0	1	566	104	0	0
STX18	0	0	0	28	2	1	2	0	1	0	0	0	3	2	0	0	2	1354	0	1	303	1	180	46	0	1	148	0	32
STX1A	1	0	0	0	0	20	0	0	0	0	5	6	1	0	122	1358	1	0	0	0	180	14	0	0	0	0	127	1	2
STX1B	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
STX2	0	0	0	0	5	0	1	1	0	0	1	0	2	0	0	0	0	0	0	1001	0	0	120	0	0	3	0	0	1339
STX3	0	3	0	13	1	1	2	0	0	0	0	0	0	0	0	0	0	98	0	0	1045	6894	78	223	14	2825	306	6	1
STX4	1	0	1	1	0	1	0	1	4	3	8	40263	0	1	119	1217	2	39	505	5	0	11	253	779	3	253	377	0	27
STX5	2	0	0	0	5	1	1	0	0	0	0	0	0	4	0	0	0	583	0	16	0	27	288	881	2	6	1475	1	1624
STX6	357	2	1	470	5	0	0	0	0	0	0	1	27	1	0	488	0	0	0	1166	99	1361	421	702	0	2	296	0	0
STX7	0	1	0	30	2	1	2	2	0	1	0	159	107	41	4558	2109	0	0	0	310	0	2	49	4	10	0	13	0	0
STX8	1	1	1	0	0	0	0	0	38	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	1	0	23	6	3
STXBP1	677	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	934	1	0	0	0	0	0	0	213	0	1026
STXBP2	1	2	0	7	2	2663	1	2	6	0	692	16161	173	306	3540	3418	101	601	943	319	1	129	122	86	43	719	461	42	0
STXBP3	0	1	1	25	0	0	2	2	0	0	0	0	0	88	554	77	0	0	0	3	130	0	9	79	0	3	5	0	0
STXBP4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP5	0	0	1	0	1	2	6	3	0	1	0	0	113	20829	285	0	3	0	1	0	0	0	180	0	2	0	0	0	0
STXBP5L	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STYX	53	0	0	0	0	0	0	0	0	0	0	1	1	1	0	18	0	0	12	0	0	0	0	0	3	0	176	0	1
STYXL1	4738	22	0	0	4	0	3	6	0	0	0	0	1	0	1	0	0	1	0	135	3768	0	209	29	419	1	1309	504	47
SUB1	3972	24	6	289	3	3	2	2	4	2	1	3	10902	1	0	1245	14	67	930	893	225	894	989	5349	1406	2	769	3	426
SUCLA2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	402	0	0	0	143	0	0
SUCLG1	0	0	0	0	3	0	5	0	0	0	0	0	1	1	1	0	0	895	98	141	0	682	396	21	408	7	1201	2	3
SUCLG2	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	84	72	0	0	0	0	0	0
SUCNR1	0	1	0	0	0	0	2	3	0	0	0	2	26016	0	1434	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SUDS3	0	0	1	0	2	0	0	1	0	0	0	1	172	1	3150	1153	1	34	0	464	0	0	21	5	1396	0	54	0	0
SUFU	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	1	54	0	1
SUGP1	0	0	0	0	0	0	0	0	1	0	0	1	2173	0	0	2	1	0	11	0	0	0	11	2	246	1	6	1	0
SUGP2	2	2	0	0	0	3	2	3	1	2	2	4	2	166	1124	1	7	0	254	66	1	109	108	1	16	21	961	2	3
SUGT1	1207	5	1	331	8	0	1	1	2	1	0	0	4	4	0	0	3	911	0	1196	1715	706	300	912	1229	8898	297	17	4
SUGT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
SUGT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
SULF1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	301	0	0	0	0
SULF2	0	0	0	325	0	0	1	1	2	1	0	0	1	0	0	0	4	590	1466	0	0	409	1	675	613	0	0	0	0
SULT1A1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1087	1	1347	26	0	0	1	548	46	303	1718
SULT1A2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	95	1	0	248	0	0	5	0	198
SULT1A3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	3	0	1	0	1
SULT1E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SULT2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
SULT2B1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	82	1	202	0	373	4	2077
SULT4A1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	121	5	0	0	0	0	0	0	0	0
SUMF1	0	0	2	0	0	3	0	0	1	0	1	0	1	1	0	0	1	57	0	64	0	1	110	278	0	1	82	0	3
SUMF2	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	2	17	14	45	0	2	0	1
SUMO1	0	0	0	109	0	0	1	0	0	0	0	0	0	0	5	0	1	25	504	66	2	2	5	917	23	0	251	24	4
SUMO1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SUMO2	8	0	0	83	0	0	2	0	2	4	0	1	1	1922	50	1161	0	12	106	72	1	836	274	177	2	1	229	0	1
SUMO3	2460	10	0	671	1	1	2	5	1	3	2	0	1	10	0	2	2	777	5	521	1425	1441	605	787	574	11	3206	878	5
SUMO4	0	1	0	2	0	0	0	0	0	2	3	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0
SUN1	0	0	0	6	1	0	0	0	0	0	16	0	0	0	0	0	2	120	946	62	0	5	259	199	50	0	40	0	3
SUN2	10	1	4	86	0	171	0	0	0	1	0	0	0	0	0	0	0	20	116	0	2	14	28	20	3	3	190	1	0
SUN3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
SUOX	0	0	0	286	2	2541	4	0	0	1	1	0	152	0	13	346	0	0	11	451	0	0	9	6	319	0	267	0	0
SUPT16H	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1	178	2	2	0	91	1	0	1017	0	0	1	854	0	0
SUPT3H	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0
SUPT4H1	20	2	0	1	2	0	2	2	0	3	0	0	0	3	4403	86	2	800	15	252	0	2	542	623	0	0	95	0	0
SUPT5H	1045	5	2	424	2	20303	5	3	1	6	1	1	1	0	2859	2	0	0	2846	638	10	948	175	7	378	8494	2122	492	127
SUPT6H	0	1	0	1	0	0	4	1	1	0	2571	3	2	0	2321	0	0	0	1881	541	2	0	31	40	0	2	261	1	0
SUPT7L	0	4	1	9	2	0	1	0	3	2	16	0	3	4	2	2	0	1245	7	119	1967	1	491	426	840	10147	631	3	2
SUPV3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	152	0	0	0	0	0	0
SURF1	109	0	0	64	0	0	1	3	0	0	0	0	0	0	974	0	0	0	1	231	184	127	106	393	787	8822	1049	1	1060
SURF2	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1019	0	94	40	0	2	973	3	0
SURF4	2	0	0	0	3	1	1	1	1	0	0	0	1256	1	385	0	1	217	915	508	210	4	309	2	1198	52	1350	1	2
SURF6	0	0	3	0	1	0	0	0	2	5	3	3	0	1	0	0	0	0	100	174	35	3	54	0	0	2	340	1	0
SUSD1	2	4	4	3	0	23079	5	2	4	5	4	5	11141	1	877	2616	0	1	84	0	0	8	0	1	0	0	1	0	0
SUSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	20	0	0	0	4	0	0
SUSD3	0	0	0	0	0	0	0	0	24	2	0	4	0	0	0	2601	0	0	94	0	0	12	99	0	0	0	50	0	0
SUSD4	2433	15	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1323	622	954	0	1	27	572	0	0	0	0
SUV39H1	1181	12	0	0	0	624	1	0	1	0	0	0	0	0	911	0	0	2	2	0	0	0	177	0	2	6	1494	0	0
SUV39H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	1	0	29	0	0	0	0	0	0
SUV420H1	1	4	7	116	5	1	3	2	10	4	3	7	2	0	0	6	0	0	1	1889	1	861	276	920	0	0	0	0	1
SUV420H2	0	0	81	0	1	0	0	0	0	0	0	0	0	0	0	16	0	224	0	259	0	0	48	2	0	2079	1	0	0
SUZ12	0	0	2	0	0	0	1	0	2	1	0	14900	0	0	0	26	5	0	0	45	0	1	370	0	2	2179	36	4	1
SUZ12P1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	8	68	1	0	0	0	0	0	0	0	27
SV2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	1	0	1	0	0	0	0
SV2B	0	0	0	0	2	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SVEP1	0	0	0	0	2	0	0	0	2	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SVIL	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	14	0	21	0	1	0	0	0
SVIP	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	29	0	0	44	60	7	0	3	0	0	1	151	0	0
