gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ER_target_lenient	ER_target_stringent	ER_early	ER_late	ER_target_ChIP
FAHD2CP	34.60275056	-0.068442143	0.152753851	-0.448055109	0.654	0.784	no	no	FALSE	FALSE	FALSE
DLEU2	32.50537289	0.039172955	0.15246449	0.256931667	0.797231524	0.883833142	no	no	FALSE	FALSE	FALSE
AC009501.4	131.3498088	0.137316935	0.13243243	1.036882992	0.299790391	0.465697305	no	no	FALSE	FALSE	FALSE
RP3-355L5.4	92.84874611	-0.003862729	0.141514934	-0.027295556	0.978224001	0.988243736	no	no	FALSE	FALSE	FALSE
RP11-553A21.3	33.34158919	0.035427849	0.153051118	0.23147723	0.816944073	0.895988966	no	no	FALSE	FALSE	FALSE
RP5-827C21.4	96.36119189	0.080945989	0.141049225	0.573884681	0.56604584	0.716343866	no	no	FALSE	FALSE	FALSE
MKLN1-AS1	33.12627471	-0.075119239	0.153508134	-0.489350217	0.624593775	0.761852431	no	no	FALSE	FALSE	FALSE
AC010976.2	219.9377437	-0.128552222	0.113198476	-1.135635625	0.256109093	0.41785757	no	no	FALSE	FALSE	FALSE
TMEM44-AS1	105.0392151	0.18562412	0.137741642	1.347625287	0.177778933	0.321238567	no	no	FALSE	FALSE	FALSE
PCAT7	46.21466402	0.099684193	0.154342054	0.645865403	0.518366527	0.676565401	no	no	FALSE	FALSE	FALSE
AC104655.2	230.4272642	0.089903594	0.111345687	0.807427719	0.419420103	0.589116417	no	no	FALSE	FALSE	FALSE
RP11-229P13.23	571.162312	0.042816361	0.084704205	0.50548094	0.613	0.752	no	no	FALSE	FALSE	FALSE
IPO9-AS1	78.8032313	0.043701571	0.147751975	0.29577656	0.767400725	0.863827997	no	no	FALSE	FALSE	FALSE
KBTBD4	151.8334125	-0.09077771	0.128403682	-0.706971237	0.479584353	0.642249995	no	no	FALSE	FALSE	TRUE
AC093391.2	243.0794043	0.058948043	0.109273894	0.539452208	0.589574865	0.735339826	no	no	FALSE	FALSE	FALSE
NEBL-AS1	73.80393455	-0.210522665	0.149042743	-1.412498593	0.157803205	0.29406338	no	no	FALSE	FALSE	FALSE
TAPBP	1619.34452	-0.146547499	0.05097661	-2.874798811	0.00404	0.0146	no	no	FALSE	FALSE	FALSE
AC007383.4	79.58973594	0.164628983	0.14663454	1.122716266	0.261558017	0.424067482	no	no	FALSE	FALSE	FALSE
AC144449.1	218.076534	-0.272792689	0.111257895	-2.451895107	0.014210608	0.04279641	down	no	FALSE	FALSE	FALSE
RP11-452K12.7	118.9418675	0.039789647	0.136756929	0.290951598	0.771088338	0.866523378	no	no	FALSE	FALSE	FALSE
ANXA2P2	254.5556611	-0.118575356	0.111075753	-1.067517911	0.28573803	0.450853633	no	no	FALSE	FALSE	FALSE
RP5-1007M22.2	109.0432778	-0.064816272	0.140785196	-0.46039125	0.645235414	0.778144584	no	no	FALSE	FALSE	FALSE
RP4-530I15.9	455.6787821	-0.109662854	0.085474778	-1.282984964	0.199497344	0.349396443	no	no	FALSE	FALSE	FALSE
RP11-307E17.8	101.5491659	-0.024923983	0.13886212	-0.179487268	0.857555114	0.919284102	no	no	FALSE	FALSE	FALSE
RP11-261C10.4	37.050364	-0.27933179	0.15417628	-1.811768902	0.070021912	0.15706664	no	no	FALSE	FALSE	FALSE
CTD-2619J13.14	232.3676657	0.265563101	0.108533864	2.446822518	0.014412179	0.043269969	up	no	FALSE	FALSE	FALSE
TMA7	2618.045518	-0.016794285	0.044805791	-0.374823981	0.708	0.823	no	no	FALSE	FALSE	FALSE
MCTS1	1502.074245	0.100010225	0.052503484	1.904830259	0.056802139	0.133293564	no	no	FALSE	FALSE	FALSE
IMPDH1P10	99.69804163	-0.399851855	0.141045247	-2.83491904	0.00458373	0.016241554	down	no	FALSE	FALSE	FALSE
FERP1	225.1427752	0.043894695	0.110561286	0.397016865	0.691355024	0.810709289	no	no	FALSE	FALSE	FALSE
RAP2C-AS1	161.7895646	0.065747563	0.126672122	0.519037351	0.603734695	0.746410903	no	no	FALSE	FALSE	FALSE
AC008440.5	1562.241076	-0.91110579	0.056293143	-16.18502255	6.43e-59	9.85e-57	down	down	FALSE	FALSE	FALSE
LINC00865	208.0990705	-0.067509047	0.11588858	-0.582534073	0.560206998	0.711731842	no	no	FALSE	FALSE	FALSE
RP11-154D6.1	58.49195496	-0.043880226	0.152441239	-0.2878501	0.773	0.868	no	no	FALSE	FALSE	FALSE
RP11-435D7.3	38.73641612	-0.01450208	0.154393064	-0.093929611	0.925165071	0.959167809	no	no	FALSE	FALSE	FALSE
VIPR1-AS1	38.55039823	0.116439512	0.154485535	0.753724365	0.451014748	0.616820074	no	no	FALSE	FALSE	FALSE
RP11-66B24.2	64.3891799	-0.417758267	0.151328013	-2.760614241	0.00577	0.019739776	down	no	FALSE	FALSE	FALSE
LINC00493	657.2107057	-0.047784232	0.073058698	-0.654052611	0.513077911	0.67249956	no	no	FALSE	FALSE	FALSE
C9orf172	162.9448303	0.060083047	0.122247631	0.49148639	0.623082476	0.76059549	no	no	FALSE	FALSE	FALSE
CTD-3184A7.4	106.359048	0.003123778	0.141319043	0.022104436	0.982364648	0.990408843	no	no	FALSE	FALSE	FALSE
RP11-132A1.4	161.2665883	0.717292078	0.127138373	5.641822057	1.68e-8	1.83e-7	up	up	FALSE	FALSE	FALSE
RP4-730K3.3	37.78826083	-0.068016452	0.15416362	-0.441196516	0.659070736	0.788039814	no	no	FALSE	FALSE	FALSE
RP11-224O19.2	393.487377	-0.625508729	0.091620882	-6.827141561	8.66e-12	1.4e-10	down	down	FALSE	FALSE	FALSE
RP11-512F24.1	87.55079308	0.0240666	0.142872128	0.16844853	0.866230432	0.92419984	no	no	FALSE	FALSE	FALSE
RP11-14N7.2	68.16510284	-0.162838847	0.148795264	-1.094381922	0.273787509	0.437378004	no	no	FALSE	FALSE	FALSE
AC093673.5	429.3948821	-0.330199685	0.095430244	-3.460115709	5.4e-4	0.00252	down	no	FALSE	FALSE	FALSE
GS1-124K5.12	251.739208	-0.003054204	0.108045908	-0.028267649	0.977448683	0.98806709	no	no	FALSE	FALSE	FALSE
AC079742.4	287.4393242	-0.014807659	0.102590067	-0.144338137	0.885233465	0.935223274	no	no	FALSE	FALSE	FALSE
RP11-46A10.4	42.0107385	0.052176076	0.154455482	0.337806569	0.735508959	0.841494312	no	no	FALSE	FALSE	FALSE
AC084125.4	162.6275256	0.368606325	0.126219636	2.920356422	0.0035	0.0129	up	no	FALSE	FALSE	FALSE
PRPS1P2	47.48517327	-0.292925884	0.153708689	-1.905721051	0.056686407	0.133076169	no	no	FALSE	FALSE	FALSE
RP11-379F12.4	200.6848967	-0.088653949	0.116835178	-0.758795002	0.447975196	0.614315437	no	no	FALSE	FALSE	FALSE
RP1-266L20.2	35.06281158	0.235770493	0.154312091	1.527880878	0.126542117	0.249803122	no	no	FALSE	FALSE	FALSE
IDI2-AS1	795.9135709	-0.241342885	0.067438489	-3.578711346	3.45e-4	0.00168	down	no	FALSE	FALSE	FALSE
RP11-126K1.2	48.92790684	0.00317951	0.154416742	0.02059045	0.983572359	0.990810137	no	no	FALSE	FALSE	FALSE
RP4-718D20.3	69.02830584	0.318430419	0.150638731	2.113868179	0.034526528	0.089269657	no	no	FALSE	FALSE	FALSE
RP11-388P9.2	211.7869729	-0.30650732	0.112790305	-2.717497036	0.006577774	0.022076326	down	no	FALSE	FALSE	FALSE
AC083884.8	1517.88447	-0.09948868	0.052728388	-1.886814368	0.0592	0.138	no	no	FALSE	FALSE	FALSE
ZNF668	246.5401814	-0.011611281	0.109023384	-0.106502667	0.915183539	0.953073517	no	no	FALSE	FALSE	FALSE
RP1-85F18.6	61.74539228	-0.041321722	0.152544751	-0.27088262	0.786481313	0.876763929	no	no	FALSE	FALSE	FALSE
RP11-498B4.5	131.509067	-0.193546241	0.131260444	-1.47452069	0.14	0.269	no	no	FALSE	FALSE	FALSE
RP11-93B14.5	163.4255746	0.167202916	0.124319677	1.344943297	0.178643547	0.322495102	no	no	FALSE	FALSE	FALSE
RP11-536K7.3	607.8464268	0.073979805	0.078459664	0.942902392	0.345730831	0.516275419	no	no	FALSE	FALSE	FALSE
RP11-96K19.2	162.3969638	-0.075690398	0.122343457	-0.618671403	0.536132852	0.691200165	no	no	FALSE	FALSE	FALSE
LINC00537	44.92870405	0.064186215	0.153827871	0.417259986	0.676488253	0.800196349	no	no	FALSE	FALSE	FALSE
AF196970.3	91.53608688	0.26861021	0.145215114	1.849740036	0.0644	0.147	no	no	FALSE	FALSE	FALSE
LMLN-AS1	36.95184185	-0.025601176	0.154391625	-0.165819718	0.868298828	0.92516025	no	no	FALSE	FALSE	FALSE
PET117	67.82224828	-0.054434756	0.150776037	-0.361030551	0.718076609	0.830076321	no	no	FALSE	FALSE	FALSE
LYRM9	71.83596249	-0.256702574	0.150123637	-1.709941082	0.087276769	0.187132433	no	no	FALSE	FALSE	TRUE
RP5-977B1.7	857.9864451	-0.121555701	0.065720614	-1.849582549	0.0644	0.147	no	no	FALSE	FALSE	FALSE
AC139099.3	226.0538577	-0.144397477	0.114126969	-1.265235359	0.206	0.358	no	no	FALSE	FALSE	FALSE
HCG25	154.3218336	0.048865939	0.123943678	0.394259227	0.693389663	0.812292325	no	no	FALSE	FALSE	FALSE
AC090186.1	148.0125894	0.024269822	0.132522658	0.183137153	0.854690405	0.91786717	no	no	FALSE	FALSE	FALSE
SNHG15	176.7747984	0.35010699	0.125332422	2.793427138	0.005215278	0.018070068	up	no	FALSE	FALSE	FALSE
RP11-332H17.1	32.60131418	0.014784328	0.153623849	0.096237192	0.923332193	0.95822311	no	no	FALSE	FALSE	FALSE
CYP1B1-AS1	440.7489646	-0.145303522	0.088616788	-1.639683914	0.101	0.209	no	no	FALSE	FALSE	FALSE
AC034220.3	70.9105982	0.060687648	0.14787298	0.410403903	0.681509684	0.804131723	no	no	FALSE	FALSE	FALSE
SNHG7	1101.079348	0.117916083	0.061192227	1.926978124	0.054	0.127887959	no	no	FALSE	FALSE	FALSE
RP11-490E15.2	43.64209377	-0.086950168	0.154449534	-0.562968146	0.573456575	0.722632435	no	no	FALSE	FALSE	FALSE
RP11-196G18.3	98.11883619	0.00955329	0.140661034	0.067917104	0.945851623	0.970444442	no	no	FALSE	FALSE	FALSE
CASK-AS1	355.7970507	-0.264771029	0.0925132	-2.861981099	0.00421002	0.015132052	down	no	FALSE	FALSE	FALSE
RP11-398B16.2	148.486137	-0.69478656	0.129541639	-5.363422623	8.17e-8	8.12e-7	down	down	FALSE	FALSE	FALSE
RP11-344E13.3	1928.164547	-0.040496875	0.045993006	-0.880500714	0.378588119	0.550501383	no	no	FALSE	FALSE	FALSE
RP11-220I1.1	2360.27318	0.01457779	0.042406086	0.343766445	0.731021937	0.839048639	no	no	FALSE	FALSE	FALSE
RP1-67K17.3	53.97547454	-0.085834459	0.152806373	-0.561720409	0.574306527	0.723191404	no	no	FALSE	FALSE	FALSE
RP11-537A6.9	574.0916106	0.005649595	0.077776349	0.072638983	0.942093405	0.968681921	no	no	FALSE	FALSE	FALSE
RP11-421L21.3	104.3767859	0.434431008	0.137248152	3.165295871	0.001549253	0.006389548	up	no	FALSE	FALSE	FALSE
RP11-216N14.9	41.57012128	-0.006744064	0.15447274	-0.043658604	0.965176537	0.981235244	no	no	FALSE	FALSE	FALSE
AC113189.5	173.8832354	-0.130515129	0.11995293	-1.088052859	0.276571773	0.44083658	no	no	FALSE	FALSE	FALSE
AC079807.2	99.87627468	0.126285402	0.142728816	0.884792613	0.376268494	0.548248342	no	no	FALSE	FALSE	FALSE
AC007743.1	206.0925835	-0.141815179	0.120945826	-1.172551245	0.241	0.4	no	no	FALSE	FALSE	FALSE
AC092159.2	245.2323428	0.052470316	0.110682238	0.47406265400000003	0.635455229	0.770142077	no	no	FALSE	FALSE	FALSE
Z83844.1	228.1451501	-0.099956152	0.117145951	-0.853261687	0.393514202	0.563716584	no	no	FALSE	FALSE	FALSE
RP11-396K3.1	106.5003011	0.107143803	0.140246903	0.76396556	0.444887767	0.611253424	no	no	FALSE	FALSE	FALSE
RP11-458D21.1	45.87827115	0.221409989	0.154058915	1.437177389	0.150667596	0.284011458	no	no	FALSE	FALSE	FALSE
HOTAIRM1	60.87610942	0.039620114	0.151377558	0.261730436	0.793529274	0.881651028	no	no	FALSE	FALSE	FALSE
STXBP5-AS1	136.9630232	-0.149825725	0.130647967	-1.14678956	0.251468605	0.412508184	no	no	FALSE	FALSE	FALSE
RP11-295G20.2	45.35814468	0.141713494	0.1543729	0.917994635	0.358621675	0.530241643	no	no	FALSE	FALSE	FALSE
TMEM238	208.2218132	0.022926069	0.125963849	0.18200515	0.855578684	0.91820174	no	no	FALSE	FALSE	FALSE
RP11-57H14.2	70.38120406	-0.140276114	0.150071159	-0.934730668	0.349927118	0.520739247	no	no	FALSE	FALSE	FALSE
RP11-326F20.5	392.7398941	-0.10290955	0.090570072	-1.136242335	0.256	0.418	no	no	FALSE	FALSE	FALSE
AC079135.1	61.49583612	-0.016564789	0.151111632	-0.109619546	0.912711108	0.951821568	no	no	FALSE	FALSE	FALSE
RP11-422J8.1	116.2283232	-0.252958897	0.13553309	-1.866399539	0.061985488	0.142988624	no	no	FALSE	FALSE	FALSE
RP11-457M11.2	159.8787014	-0.071520191	0.129227214	-0.553445278	0.579958542	0.727541612	no	no	FALSE	FALSE	FALSE
AC037445.1	164.689409	-0.044509731	0.123119132	-0.361517584	0.717712562	0.829793223	no	no	FALSE	FALSE	FALSE
GAS6-AS1	99.05236433	-0.224003451	0.142005116	-1.577432253	0.114696099	0.231719649	no	no	FALSE	FALSE	TRUE
RP5-1087E8.3	164.7968307	-0.172684383	0.123400161	-1.399385395	0.161697444	0.299555825	no	no	FALSE	FALSE	FALSE
RP11-109P14.9	998.65253070000006	0.433555448	0.062027543	6.989724636	2.75e-12	4.71e-11	up	no	FALSE	FALSE	FALSE
AC139887.4	206.4347382	-0.280365252	0.114672754	-2.444916009	0.014488588	0.043441586	down	no	FALSE	FALSE	FALSE
AP000695.4	43.70383272	-0.314079317	0.154434654	-2.033736008	0.04197822	0.104410187	no	no	FALSE	FALSE	FALSE
HIST1H2BN	33.88310425	0.126198703	0.151849447	0.831077788	0.405929687	0.575906422	no	no	FALSE	FALSE	FALSE
RP11-135A24.4	94.61013274	-0.196709295	0.147337469	-1.335093488	0.18184575	0.326803579	no	no	FALSE	FALSE	FALSE
DPH3P1	170.4852956	0.1596203	0.122547426	1.302518579	0.193	0.341	no	no	FALSE	FALSE	FALSE
AC022201.5	197.9022235	0.053067415	0.116634328	0.454989675	0.649116667	0.781189686	no	no	FALSE	FALSE	FALSE
YEATS2-AS1	431.5847544	0.023806728	0.086890461	0.273985517	0.784095752	0.875268247	no	no	FALSE	FALSE	FALSE
EZR-AS1	437.76873	-0.474545669	0.090272744	-5.256798972	1.46584e-7	1.38666e-6	down	no	FALSE	FALSE	FALSE
RP1-122P22.2	61.25407997	-0.166807639	0.151516616	-1.100919779	0.270931573	0.434277506	no	no	FALSE	FALSE	FALSE
RP11-65J3.1	88.78734707	-0.211519942	0.143689499	-1.472062629	0.141003966	0.270148495	no	no	FALSE	FALSE	FALSE
Z83851.4	37.72994566	0.193062378	0.152372666	1.267040758	0.205140717	0.35695287	no	no	FALSE	FALSE	FALSE
RPS28	6577.469752	0.025321801	0.031133117	0.813339733	0.416	0.586	no	no	FALSE	FALSE	TRUE
KRTAP5-AS1	497.1019783	-0.173643069	0.082874063	-2.095264346	0.0361	0.0927	no	no	FALSE	FALSE	FALSE
CTC-338M12.4	64.56908068	-0.023947961	0.151000333	-0.158595416	0.873987641	0.928440684	no	no	FALSE	FALSE	FALSE
AC062029.1	79.41855837	0.116731658	0.147851679	0.789518647	0.429808936	0.598071381	no	no	FALSE	FALSE	FALSE
AC074117.10	777.7289193	0.104842669	0.070728633	1.482322852	0.138254411	0.266278144	no	no	FALSE	FALSE	FALSE
TRIM26	388.0334575	-0.039358411	0.089233597	-0.441071664	0.659161117	0.788071568	no	no	FALSE	FALSE	FALSE
AC055764.1	64.55735275	-0.178114472	0.152153818	-1.170621115	0.241751106	0.400600805	no	no	FALSE	FALSE	FALSE
RP11-77G23.2	32.04205612	0.050832199	0.153788904	0.330532295	0.740997794	0.844574942	no	no	FALSE	FALSE	FALSE
RP11-613M10.6	40.20004951	0.171816265	0.154455141	1.112402372	0.265965185	0.429070407	no	no	FALSE	FALSE	FALSE
ARHGEF19-AS1	31.97463337	-0.030090048	0.15366862	-0.195811269	0.844757889	0.911606008	no	no	FALSE	FALSE	FALSE
AC108488.3	98.1748649	0.435051025	0.141496126	3.074649728	0.002107499	0.008336889	up	no	FALSE	FALSE	FALSE
RP5-1050D4.2	102.7065425	0.03423075	0.14066499	0.243349467	0.807734687	0.889933349	no	no	FALSE	FALSE	FALSE
RP11-315I20.1	2751.311472	0.031592359	0.041295899	0.765024132	0.444	0.611	no	no	FALSE	FALSE	FALSE
BOK-AS1	293.2485092	-0.190145436	0.105611117	-1.800430113	0.0718	0.161	no	no	FALSE	FALSE	FALSE
ZNF879	85.48174894	-0.076074314	0.144551776	-0.526277269	0.599	0.742	no	no	FALSE	FALSE	FALSE
SNX18P7	57.78450944	0.500024254	0.15315042	3.26492251	0.00109494	0.004712414	up	no	FALSE	FALSE	FALSE
RNF219-AS1	111.3005037	0.222567953	0.135677822	1.640415141	0.101	0.209	no	no	FALSE	FALSE	FALSE
ZNF37BP	212.6642133	0.358571692	0.115098312	3.115351442	0.001837259	0.007386911	up	no	FALSE	FALSE	TRUE
ZNF736	538.6396442	0.292091218	0.084597305	3.452724848	5.55e-4	0.00258	up	no	FALSE	FALSE	FALSE
AC004231.2	86.87526489	-0.057905205	0.148613154	-0.389637147	0.697	0.815	no	no	FALSE	FALSE	FALSE
RP11-275I14.4	332.9380083	-0.115916793	0.103825662	-1.116456084	0.264226958	0.42718592	no	no	FALSE	FALSE	FALSE
AC003665.1	205.786897	0.450616555	0.114414258	3.938465053	8.20045e-5	4.6551e-4	up	no	FALSE	FALSE	FALSE
RP11-288G11.3	156.4530095	-0.20384774	0.127367751	-1.600465888	0.109495269	0.223624177	no	no	FALSE	FALSE	FALSE
FAM133B	1361.168565	0.151108857	0.054189358	2.78853381	0.005294722	0.018305235	up	no	FALSE	FALSE	FALSE
CCT6P3	192.3657545	-0.082736165	0.117066753	-0.706743491	0.479725897	0.642249995	no	no	FALSE	FALSE	FALSE
MCIDAS	65.99587616	0.195076275	0.151425037	1.288269619	0.197652125	0.347134277	no	no	FALSE	FALSE	FALSE
MAPKAPK5-AS1	400.4343648	0.088786371	0.101887891	0.871412393	0.384	0.555134474	no	no	FALSE	FALSE	TRUE
JRK	3114.318437	-0.098359572	0.042619117	-2.307874487	0.021	0.0593	no	no	FALSE	FALSE	FALSE
SNRK-AS1	48.3691004	0.004653574	0.154456802	0.030128642	0.975964458	0.987284493	no	no	FALSE	FALSE	FALSE
RPSAP9	231.0713316	9.01612e-4	0.113297273	0.007957933	0.993650555	0.99637998	no	no	FALSE	FALSE	FALSE
MED14-AS1	49.25775454	0.012382184	0.153441401	0.080696499	0.935683321	0.965005231	no	no	FALSE	FALSE	FALSE
GAS5	5356.702402	0.057219741	0.034326899	1.666906773	0.095532944	0.200339155	no	no	FALSE	FALSE	TRUE
RP11-395P17.3	131.0576724	0.186540869	0.13007291	1.434125433	0.152	0.285	no	no	FALSE	FALSE	FALSE
RP11-483H20.4	152.4612703	-0.003249104	0.126973126	-0.025588914	0.979585228	0.988892781	no	no	FALSE	FALSE	FALSE
AC114730.7	48.68447276	0.148426798	0.154033736	0.963599285	0.335246865	0.504642591	no	no	FALSE	FALSE	FALSE
AC092687.5	365.8756178	0.181996874	0.094502094	1.925850176	0.054123084	0.128100526	no	no	FALSE	FALSE	FALSE
RP11-399D6.2	105.6489109	-0.218040371	0.142192459	-1.533417263	0.125	0.248	no	no	FALSE	FALSE	FALSE
RP3-439F8.1	41.19156278	0.053927027	0.1541655	0.349799579	0.726489115	0.836137876	no	no	FALSE	FALSE	FALSE
LINC00338	246.1631996	0.442309811	0.110234114	4.012458529	6.00896e-5	3.51622e-4	up	no	FALSE	FALSE	FALSE
RP11-85O21.5	36.01641547	-0.007581967	0.154055533	-0.049215806	0.960747316	0.978759179	no	no	FALSE	FALSE	FALSE
AC010883.5	137.603324	0.069954618	0.128683697	0.543616786	0.586705206	0.733355753	no	no	FALSE	FALSE	FALSE
AC109828.1	936.4409216	0.012805136	0.061947396	0.206709841	0.836236471	0.907154727	no	no	FALSE	FALSE	FALSE
AC104667.3	63.26925408	0.180614233	0.15203866	1.187949382	0.234853353	0.392626489	no	no	FALSE	FALSE	FALSE
RP11-347D21.1	56.82895311	-0.26965528	0.152780326	-1.76498694	0.0776	0.17	no	no	FALSE	FALSE	FALSE
RP11-493K19.3	511.017605	-0.093274335	0.084363987	-1.105617911	0.268891934	0.432078382	no	no	FALSE	FALSE	FALSE
AC068580.6	2696.521079	1.14122038	0.044556534	25.61286264	1.0969e-144	8.2192e-142	up	up	FALSE	FALSE	FALSE
C19orf81	36.07029876	0.00576773	0.154297643	0.037380544	0.970181586	0.983864608	no	no	FALSE	FALSE	FALSE
AC009303.1	48.46098019	0.006838799	0.153606328	0.044521595	0.964488639	0.980981886	no	no	FALSE	FALSE	FALSE
AC142528.1	329.1997346	-0.120972518	0.096780042	-1.249973804	0.211309117	0.364788153	no	no	FALSE	FALSE	FALSE
ZRANB2-AS1	238.4579948	0.161970495	0.11284086	1.435388688	0.151176368	0.284712838	no	no	FALSE	FALSE	FALSE
LINC00094	984.1858741	0.151591718	0.069385851	2.184764112	0.028906147	0.077225898	no	no	FALSE	FALSE	FALSE
ZSCAN31	130.8039002	0.137329957	0.13738745	0.999581532	0.317513064	0.485806931	no	no	FALSE	FALSE	TRUE
DSCAM-AS1	5553.545809	0.771323273	0.040541642	19.02545725	1.05e-80	2.77e-78	up	up	FALSE	FALSE	TRUE
C12orf75	1971.613453	-0.073327653	0.051950023	-1.411503776	0.158096123	0.294429445	no	no	FALSE	FALSE	FALSE
FAM203A	149.3924866	0.379177193	0.13201943	2.872131722	0.00407713	0.014736252	up	no	FALSE	FALSE	FALSE
NUCB1-AS1	520.2856356	-0.051873612	0.08459067	-0.613230898	0.539723677	0.693819051	no	no	FALSE	FALSE	TRUE
PPP1R3E	157.4080851	0.520823826	0.131562873	3.958744713	7.53447e-5	4.31489e-4	up	no	FALSE	FALSE	FALSE
RP13-131K19.1	104.2429831	0.029823662	0.138895631	0.214719946	0.829985671	0.904043215	no	no	FALSE	FALSE	FALSE
RP1-151B14.6	360.1777382	1.241040972	0.110212309	11.26045701	2.06e-29	1.11e-27	up	up	FALSE	FALSE	FALSE
RP1-5O6.5	154.0060736	-0.059661269	0.126146007	-0.472954088	0.636245935	0.770650149	no	no	FALSE	FALSE	FALSE
MCF2L-AS1	90.07282538	0.160425925	0.143907044	1.114788547	0.264941046	0.427766936	no	no	FALSE	FALSE	TRUE
RP11-575L7.8	2303.260211	0.095902475	0.044654356	2.147662281	0.031740594	0.083392974	no	no	FALSE	FALSE	FALSE
LINC00957	96.79295591	0.186276523	0.144513876	1.288987107	0.197402569	0.346794222	no	no	FALSE	FALSE	FALSE
AC114730.11	162.5672244	0.042530761	0.134101436	0.317153656	0.751127013	0.851755897	no	no	FALSE	FALSE	FALSE
RP11-477D19.2	51.50077296	-0.084394823	0.153742178	-0.548937345	0.583048449	0.730131125	no	no	FALSE	FALSE	FALSE
RP11-282O18.3	98.4175104	-0.079037573	0.139020723	-0.568530873	0.57	0.719	no	no	FALSE	FALSE	FALSE
RP11-357C3.3	325.1585476	0.016746666	0.099471382	0.168356624	0.86630273	0.924202402	no	no	FALSE	FALSE	FALSE
TOPORS-AS1	93.19137473	0.057718455	0.144800627	0.398606389	0.690183253	0.810202752	no	no	FALSE	FALSE	FALSE
RP11-122G18.5	54.31802617	-0.174352858	0.153493185	-1.135899672	0.255998556	0.417758556	no	no	FALSE	FALSE	FALSE
AC073046.25	152.5775527	0.026294264	0.133560518	0.196871531	0.843928072	0.911071718	no	no	FALSE	FALSE	FALSE
TAB3-AS2	162.7077297	-0.24132935	0.122613409	-1.968213359	0.049043494	0.118424732	no	no	FALSE	FALSE	FALSE
RP4-756G23.5	285.8579142	-0.039540804	0.107965587	-0.366235249	0.714189542	0.827803998	no	no	FALSE	FALSE	FALSE
AC009505.2	371.964904	-0.165326118	0.096281195	-1.717117422	0.08595772	0.184749404	no	no	FALSE	FALSE	FALSE
GNAS-AS1	73.72393531	0.191083504	0.14648858	1.304425948	0.192088393	0.340480386	no	no	FALSE	FALSE	FALSE
RP11-324H6.5	32.39062823	-0.159433761	0.153370781	-1.039531519	0.298557607	0.464588431	no	no	FALSE	FALSE	FALSE
AC016644.1	40.93740614	-0.169201617	0.154428858	-1.095660616	0.273227324	0.436973423	no	no	FALSE	FALSE	FALSE
RP11-545I5.3	144.7753552	-0.012347759	0.131633507	-0.093804075	0.925264795	0.959167809	no	no	FALSE	FALSE	FALSE
LINC00894	37.31693095	-0.065867824	0.154121554	-0.427375809	0.669105624	0.795412936	no	no	FALSE	FALSE	FALSE
DICER1-AS1	38.18643124	0.245017483	0.154423381	1.586660522	0.112589552	0.228533997	no	no	FALSE	FALSE	TRUE
KIAA0040	397.0493931	-0.020793539	0.088991361	-0.233657948	0.815250537	0.895131012	no	no	FALSE	FALSE	FALSE
LINC00263	286.845218	-0.088601664	0.102041653	-0.868289185	0.385	0.556	no	no	FALSE	FALSE	FALSE
BHLHE40-AS1	94.48587002	-0.423660753	0.145964711	-2.902487519	0.003702119	0.013545893	down	no	FALSE	FALSE	TRUE
AC073333.8	643.0867539	0.168407822	0.078694393	2.14002314	0.032352897	0.084764113	no	no	FALSE	FALSE	FALSE
AC005540.3	205.4339214	0.054766101	0.120759859	0.453512458	0.650179774	0.781787179	no	no	FALSE	FALSE	FALSE
AC006978.6	119.0237243	0.079592867	0.132930178	0.598756937	0.549334982	0.702202437	no	no	FALSE	FALSE	FALSE
GSN-AS1	773.4556594	-0.131126506	0.068187189	-1.923037264	0.05447537	0.12874599	no	no	FALSE	FALSE	TRUE
RP11-335O4.3	222.3270655	0.056358043	0.110452873	0.510245153	0.609879723	0.750722602	no	no	FALSE	FALSE	FALSE
AP001468.1	50.00539291	0.02225683	0.15319022	0.145288844	0.884482823	0.934985294	no	no	FALSE	FALSE	FALSE
TM4SF19-AS1	33.90723714	-0.283684016	0.153710459	-1.845573936	0.064954094	0.147925731	no	no	FALSE	FALSE	FALSE
ASH1L-AS1	157.9528288	-0.17645488	0.123838488	-1.424879153	0.154192137	0.288922381	no	no	FALSE	FALSE	FALSE
ZNF815P	60.44591674	0.185588401	0.151529546	1.224767088	0.221	0.376	no	no	FALSE	FALSE	TRUE
TTC28-AS1	126.0732884	-0.077214501	0.134443347	-0.574327425	0.565746254	0.716212824	no	no	FALSE	FALSE	FALSE
